Date,Ticker,TransactionType,TransactionValue
05/26/2017,TSX:RY,Public Offering,0.20
05/26/2017,TSX:RY,Public Offering,2.69
05/26/2017,TSX:RY,Public Offering,1.54
05/26/2017,TSX:RY,Public Offering,2.82
05/26/2017,TSX:RY,Public Offering,0.89
05/26/2017,TSX:RY,Public Offering,1.45
05/26/2017,TSX:RY,Public Offering,4.11
05/26/2017,TSX:RY,Public Offering,1.55
05/26/2017,TSX:RY,Public Offering,9.23
05/26/2017,TSX:RY,Public Offering,9.20
05/25/2017,TSX:RY,Public Offering,4.28
05/25/2017,TSX:RY,Public Offering,1.52
05/25/2017,TSX:RY,Public Offering,1.39
05/25/2017,TSX:RY,Public Offering,1.51
05/25/2017,TSX:RY,Public Offering,1.75
05/23/2017,TSX:RY,Public Offering,2.02
05/22/2017,TSX:RY,Public Offering,25.09
05/22/2017,TSX:RY,Public Offering,4.05
05/19/2017,TSX:RY,Public Offering,0.45
05/19/2017,TSX:RY,Public Offering,1.14
05/19/2017,TSX:RY,Public Offering,5.32
05/19/2017,TSX:RY,Public Offering,0.10
05/19/2017,TSX:RY,Public Offering,1.26
05/19/2017,TSX:RY,Public Offering,0.40
05/19/2017,TSX:RY,Public Offering,0.65
05/19/2017,TSX:RY,Public Offering,1.77
05/18/2017,TSX:RY,Public Offering,4.89
05/16/2017,TSX:RY,Public Offering,10.14
05/15/2017,TSX:RY,Public Offering,0.41
05/15/2017,TSX:RY,Public Offering,6.83
05/15/2017,TSX:RY,Public Offering,1.27
05/15/2017,TSX:RY,Public Offering,2.31
05/15/2017,TSX:RY,Public Offering,1.05
05/12/2017,TSX:RY,Public Offering,24.33
05/12/2017,TSX:RY,Public Offering,7.65
05/11/2017,TSX:RY,Public Offering,6.82
05/11/2017,TSX:RY,Public Offering,2.53
05/10/2017,TSX:RY,Public Offering,5.61
05/09/2017,TSX:RY,Public Offering,2.96
05/09/2017,TSX:RY,Public Offering,4.05
05/05/2017,TSX:RY,Public Offering,2.21
05/05/2017,TSX:RY,Public Offering,7.21
05/05/2017,TSX:RY,Public Offering,0.74
05/05/2017,TSX:RY,Public Offering,0.58
05/05/2017,TSX:RY,Public Offering,0.58
05/05/2017,TSX:RY,Public Offering,2.70
05/05/2017,TSX:RY,Public Offering,3.07
05/04/2017,TSX:RY,Public Offering,20.00
05/03/2017,TSX:RY,Public Offering,4.11
05/03/2017,TSX:RY,Public Offering,2.74
05/02/2017,TSX:RY,Public Offering,10.95
05/02/2017,TSX:RY,Public Offering,3.20
05/01/2017,TSX:RY,Public Offering,10.24
04/28/2017,TSX:RY,Public Offering,20.00
04/28/2017,TSX:RY,Public Offering,20.00
04/28/2017,TSX:RY,Public Offering,4.32
04/28/2017,TSX:RY,Public Offering,3.12
04/28/2017,TSX:RY,Public Offering,3.34
04/28/2017,TSX:RY,Public Offering,16.47
04/28/2017,TSX:RY,Public Offering,3.08
04/27/2017,TSX:RY,Public Offering,13.72
04/26/2017,TSX:RY,Public Offering,348.25
04/26/2017,TSX:RY,Public Offering,4.07
04/26/2017,TSX:RY,Public Offering,4.07
04/26/2017,TSX:RY,Public Offering,3.78
04/26/2017,TSX:RY,Public Offering,1.76
04/26/2017,TSX:RY,Public Offering,0.25
04/26/2017,TSX:RY,Public Offering,2.13
04/26/2017,TSX:RY,Public Offering,3.07
04/26/2017,TSX:RY,Public Offering,1.21
04/26/2017,TSX:RY,Public Offering,3.65
04/26/2017,TSX:RY,Public Offering,1.12
04/26/2017,TSX:RY,Public Offering,5.18
04/26/2017,TSX:RY,Public Offering,1.09
04/26/2017,TSX:RY,Public Offering,0.31
04/26/2017,TSX:RY,Public Offering,2.42
04/25/2017,TSX:RY,Public Offering,1.70
04/25/2017,TSX:RY,Public Offering,1.87
04/25/2017,TSX:RY,Public Offering,0.95
04/25/2017,TSX:RY,Public Offering,1.36
04/25/2017,TSX:RY,Public Offering,2.72
04/24/2017,TSX:RY,Public Offering,8.26
04/21/2017,TSX:RY,Public Offering,20.00
04/21/2017,TSX:RY,Public Offering,20.00
04/21/2017,TSX:RY,Public Offering,3.41
04/21/2017,TSX:RY,Public Offering,0.81
04/21/2017,TSX:RY,Public Offering,0.75
04/21/2017,TSX:RY,Public Offering,2.07
04/21/2017,TSX:RY,Public Offering,2.48
04/21/2017,TSX:RY,Public Offering,0.38
04/21/2017,TSX:RY,Public Offering,9.06
04/20/2017,TSX:RY,Public Offering,1.35
04/20/2017,TSX:RY,Public Offering,2.69
04/18/2017,TSX:RY,Public Offering,8.57
04/18/2017,TSX:RY,Public Offering,2.79
04/17/2017,TSX:RY,Public Offering,6.64
04/17/2017,TSX:RY,Public Offering,4.98
04/13/2017,TSX:RY,Public Offering,1.32
04/13/2017,TSX:RY,Public Offering,6.71
04/13/2017,TSX:RY,Public Offering,10.98
04/13/2017,TSX:RY,Public Offering,2.63
04/13/2017,TSX:RY,Public Offering,7.69
04/13/2017,TSX:RY,Public Offering,1.39
04/13/2017,TSX:RY,Public Offering,0.77
04/13/2017,TSX:RY,Public Offering,6.58
04/13/2017,TSX:RY,Public Offering,2.96
04/12/2017,TSX:RY,Public Offering,1.17
04/12/2017,TSX:RY,Public Offering,7.26
04/11/2017,TSX:RY,Public Offering,8.78
04/07/2017,TSX:RY,Public Offering,4.01
04/07/2017,TSX:RY,Public Offering,0.21
04/07/2017,TSX:RY,Public Offering,2.26
04/07/2017,TSX:RY,Public Offering,0.16
04/07/2017,TSX:RY,Public Offering,0.51
04/07/2017,TSX:RY,Public Offering,0.22
04/07/2017,TSX:RY,Public Offering,4.11
04/06/2017,TSX:RY,Public Offering,26.81
04/06/2017,TSX:RY,Public Offering,20.00
04/06/2017,TSX:RY,Public Offering,26.81
04/06/2017,TSX:RY,Public Offering,20.00
04/06/2017,TSX:RY,Public Offering,20.00
04/06/2017,TSX:RY,Public Offering,20.00
04/06/2017,TSX:RY,Public Offering,20.00
04/05/2017,TSX:RY,Public Offering,2.68
03/31/2017,TSX:RY,Public Offering,8.11
03/31/2017,TSX:RY,Public Offering,5.68
03/31/2017,TSX:RY,Public Offering,1.33
03/30/2017,TSX:RY,Public Offering,14.33
03/29/2017,TSX:RY,Public Offering,1.92
03/29/2017,TSX:RY,Public Offering,3.61
03/28/2017,TSX:RY,Public Offering,0.57
03/28/2017,TSX:RY,Public Offering,2.74
03/28/2017,TSX:RY,Public Offering,1.54
03/28/2017,TSX:RY,Public Offering,2.67
03/28/2017,TSX:RY,Public Offering,0.86
03/28/2017,TSX:RY,Public Offering,2.96
03/28/2017,TSX:RY,Public Offering,3.39
03/28/2017,TSX:RY,Public Offering,1.02
03/28/2017,TSX:RY,Public Offering,6.17
03/28/2017,TSX:RY,Public Offering,2.08
03/28/2017,TSX:RY,Public Offering,3.00
03/28/2017,TSX:RY,Public Offering,11.58
03/28/2017,TSX:RY,Public Offering,4.81
03/28/2017,TSX:RY,Public Offering,3.90
03/28/2017,TSX:RY,Public Offering,6.26
03/28/2017,TSX:RY,Public Offering,4.49
03/28/2017,TSX:RY,Public Offering,2.44
03/28/2017,TSX:RY,Public Offering,0.73
03/28/2017,TSX:RY,Public Offering,1.06
03/28/2017,TSX:RY,Public Offering,2.41
03/27/2017,TSX:RY,Public Offering,2.15
03/27/2017,TSX:RY,Public Offering,12.21
03/27/2017,TSX:RY,Public Offering,7.03
03/27/2017,TSX:RY,Public Offering,1.36
03/24/2017,TSX:RY,Public Offering,5.75
03/24/2017,TSX:RY,Public Offering,3.59
03/24/2017,TSX:RY,Public Offering,4.01
03/24/2017,TSX:RY,Public Offering,4.85
03/24/2017,TSX:RY,Public Offering,0.20
03/24/2017,TSX:RY,Public Offering,2.99
03/24/2017,TSX:RY,Public Offering,0.23
03/24/2017,TSX:RY,Public Offering,0.94
03/24/2017,TSX:RY,Public Offering,20.03
03/24/2017,TSX:RY,Public Offering,19.77
03/24/2017,TSX:RY,Public Offering,1.03
03/24/2017,TSX:RY,Public Offering,0.43
03/23/2017,TSX:RY,Public Offering,4.44
03/23/2017,TSX:RY,Public Offering,26.67
03/21/2017,TSX:RY,Public Offering,5.99
03/21/2017,TSX:RY,Public Offering,2.86
03/20/2017,TSX:RY,Public Offering,2.08
03/20/2017,TSX:RY,Public Offering,6.68
03/17/2017,TSX:RY,Public Offering,0.10
03/17/2017,TSX:RY,Public Offering,5.42
03/17/2017,TSX:RY,Public Offering,8.15
03/17/2017,TSX:RY,Public Offering,10.29
03/17/2017,TSX:RY,Public Offering,0.11
03/14/2017,TSX:RY,Public Offering,4.04
03/08/2017,TSX:RY,Public Offering,7.08
03/08/2017,TSX:RY,Public Offering,3.03
03/07/2017,TSX:RY,Buyback,1681.46
03/07/2017,TSX:RY,Public Offering,5.77
03/06/2017,TSX:RY,Public Offering,20.00
03/06/2017,TSX:RY,Public Offering,20.00
03/06/2017,TSX:RY,Public Offering,20.00
03/03/2017,TSX:RY,Public Offering,26.84
03/03/2017,TSX:RY,Public Offering,20.00
03/03/2017,TSX:RY,Public Offering,19.36
03/03/2017,TSX:RY,Public Offering,2.68
03/03/2017,TSX:RY,Public Offering,0.08
03/03/2017,TSX:RY,Public Offering,0.08
03/03/2017,TSX:RY,Public Offering,0.06
03/03/2017,TSX:RY,Public Offering,1.07
03/03/2017,TSX:RY,Public Offering,0.18
03/02/2017,TSX:RY,Public Offering,4.40
03/02/2017,TSX:RY,Public Offering,1.92
02/28/2017,TSX:RY,Public Offering,794.67
02/28/2017,TSX:RY,Public Offering,3.37
02/28/2017,TSX:RY,Public Offering,7.26
02/28/2017,TSX:RY,Public Offering,6.70
02/28/2017,TSX:RY,Public Offering,7.73
02/28/2017,TSX:RY,Public Offering,1985.24
02/27/2017,TSX:RY,Public Offering,0.69
02/27/2017,TSX:RY,Public Offering,4.88
02/24/2017,TSX:RY,Public Offering,20.00
02/24/2017,TSX:RY,Public Offering,20.00
02/24/2017,TSX:RY,Public Offering,9.38
02/24/2017,TSX:RY,Public Offering,0.87
02/24/2017,TSX:RY,Public Offering,5.92
02/24/2017,TSX:RY,Public Offering,2.88
02/24/2017,TSX:RY,Public Offering,4.10
02/24/2017,TSX:RY,Public Offering,2.24
02/24/2017,TSX:RY,Public Offering,3.54
02/24/2017,TSX:RY,Public Offering,1.48
02/24/2017,TSX:RY,Public Offering,1.87
02/24/2017,TSX:RY,Public Offering,1.16
02/24/2017,TSX:RY,Public Offering,7.07
02/24/2017,TSX:RY,Public Offering,0.19
02/24/2017,TSX:RY,Public Offering,1.03
02/24/2017,TSX:RY,Public Offering,2.78
02/24/2017,TSX:RY,Public Offering,1.05
02/23/2017,TSX:RY,Public Offering,2.64
02/22/2017,TSX:RY,Public Offering,5.13
02/22/2017,TSX:RY,Public Offering,0.86
02/22/2017,TSX:RY,Public Offering,1.12
02/22/2017,TSX:RY,Public Offering,6.93
02/21/2017,TSX:RY,Public Offering,3.99
02/17/2017,TSX:RY,Public Offering,1.62
02/17/2017,TSX:RY,Public Offering,26.24
02/17/2017,TSX:RY,Public Offering,3.28
02/17/2017,TSX:RY,Public Offering,12.10
02/17/2017,TSX:RY,Public Offering,1.16
02/17/2017,TSX:RY,Public Offering,2.92
02/17/2017,TSX:RY,Public Offering,0.42
02/17/2017,TSX:RY,Public Offering,15.24
02/17/2017,TSX:RY,Public Offering,5.49
02/15/2017,TSX:RY,Public Offering,6.87
02/15/2017,TSX:RY,Public Offering,6.87
02/14/2017,TSX:RY,Public Offering,4.47
02/14/2017,TSX:RY,Public Offering,1.24
02/13/2017,TSX:RY,Public Offering,6.54
02/13/2017,TSX:RY,Public Offering,3.27
02/10/2017,TSX:RY,Public Offering,4.29
02/10/2017,TSX:RY,Public Offering,0.35
02/10/2017,TSX:RY,Public Offering,1.13
02/10/2017,TSX:RY,Public Offering,17.74
02/10/2017,TSX:RY,Public Offering,1.48
02/10/2017,TSX:RY,Public Offering,1.04
02/10/2017,TSX:RY,Public Offering,1.72
02/09/2017,TSX:RY,Public Offering,1.59
02/09/2017,TSX:RY,Public Offering,2.42
02/08/2017,TSX:RY,Public Offering,5.98
02/07/2017,TSX:RY,Public Offering,17.70
02/06/2017,TSX:RY,Public Offering,20.00
02/06/2017,TSX:RY,Public Offering,20.00
02/06/2017,TSX:RY,Public Offering,20.00
02/06/2017,TSX:RY,Public Offering,20.00
02/06/2017,TSX:RY,Public Offering,20.00
02/06/2017,TSX:RY,Public Offering,1.97
02/06/2017,TSX:RY,Public Offering,1.84
02/03/2017,TSX:RY,Public Offering,15.70
02/02/2017,TSX:RY,Public Offering,7.26
02/01/2017,TSX:RY,Public Offering,4.23
02/01/2017,TSX:RY,Public Offering,20.94
01/31/2017,TSX:RY,Public Offering,1.47
01/31/2017,TSX:RY,Public Offering,3.91
01/31/2017,TSX:RY,Public Offering,16.30
01/31/2017,TSX:RY,Public Offering,4.94
01/30/2017,TSX:RY,Public Offering,2.62
01/30/2017,TSX:RY,Public Offering,10.12
01/30/2017,TSX:RY,Public Offering,1.47
01/27/2017,TSX:RY,Public Offering,20.00
01/27/2017,TSX:RY,Public Offering,20.00
01/27/2017,TSX:RY,Public Offering,4.66
01/27/2017,TSX:RY,Public Offering,5.31
01/27/2017,TSX:RY,Public Offering,13.11
01/27/2017,TSX:RY,Public Offering,2.62
01/26/2017,TSX:RY,Public Offering,1.16
01/26/2017,TSX:RY,Public Offering,15.02
01/26/2017,TSX:RY,Public Offering,28.04
01/26/2017,TSX:RY,Public Offering,1.46
01/26/2017,TSX:RY,Public Offering,2.91
01/26/2017,TSX:RY,Public Offering,1.31
01/26/2017,TSX:RY,Public Offering,4.05
01/26/2017,TSX:RY,Public Offering,1.18
01/26/2017,TSX:RY,Public Offering,0.66
01/26/2017,TSX:RY,Public Offering,7.66
01/26/2017,TSX:RY,Public Offering,3.94
01/26/2017,TSX:RY,Public Offering,3.87
01/25/2017,TSX:RY,Public Offering,3.54
01/25/2017,TSX:RY,Public Offering,654.45
01/25/2017,TSX:RY,Public Offering,1635.75
01/25/2017,TSX:RY,Public Offering,4.09
01/24/2017,TSX:RY,Public Offering,5.23
01/24/2017,TSX:RY,Public Offering,5.39
01/24/2017,TSX:RY,Public Offering,1.32
01/24/2017,TSX:RY,Public Offering,1.32
01/23/2017,TSX:RY,Public Offering,4.10
01/23/2017,TSX:RY,Public Offering,4.03
01/19/2017,TSX:RY,Public Offering,0.67
01/18/2017,TSX:RY,Public Offering,1.21
01/18/2017,TSX:RY,Public Offering,63.42
01/18/2017,TSX:RY,Public Offering,2.96
01/17/2017,TSX:RY,Public Offering,1305.88
01/17/2017,TSX:RY,Public Offering,3.02
01/13/2017,TSX:RY,Public Offering,0.89
01/13/2017,TSX:RY,Public Offering,4.70
01/12/2017,TSX:RY,Public Offering,2.39
01/11/2017,TSX:RY,Public Offering,799.18
01/10/2017,TSX:RY,Public Offering,2.57
01/06/2017,TSX:RY,Public Offering,1.82
01/06/2017,TSX:RY,Public Offering,10.45
01/06/2017,TSX:RY,Public Offering,20.00
01/06/2017,TSX:RY,Public Offering,20.00
01/06/2017,TSX:RY,Public Offering,20.00
01/06/2017,TSX:RY,Public Offering,20.00
01/06/2017,TSX:RY,Public Offering,20.00
01/06/2017,TSX:RY,Public Offering,0.93
01/05/2017,TSX:RY,Public Offering,15.29
01/05/2017,TSX:RY,Public Offering,2.02
01/05/2017,TSX:RY,Public Offering,5.12
01/05/2017,TSX:RY,Public Offering,3.26
01/04/2017,TSX:RY,Public Offering,2.92
01/03/2017,TSX:RY,Public Offering,6.79
01/03/2017,TSX:RY,Public Offering,26.83
12/29/2016,TSX:RY,Public Offering,67.42
12/29/2016,TSX:RY,Public Offering,6.74
12/29/2016,TSX:RY,Public Offering,5.65
12/28/2016,TSX:RY,Public Offering,5.48
12/28/2016,TSX:RY,Public Offering,3.51
12/28/2016,TSX:RY,Public Offering,9.91
12/28/2016,TSX:RY,Public Offering,3.12
12/27/2016,TSX:RY,Public Offering,5.23
12/27/2016,TSX:RY,Public Offering,0.24
12/27/2016,TSX:RY,Public Offering,3.85
12/27/2016,TSX:RY,Public Offering,1.36
12/27/2016,TSX:RY,Public Offering,3.47
12/27/2016,TSX:RY,Public Offering,5.11
12/23/2016,TSX:RY,Public Offering,20.03
12/23/2016,TSX:RY,Public Offering,4.93
12/23/2016,TSX:RY,Public Offering,7.34
12/23/2016,TSX:RY,Public Offering,4.14
12/23/2016,TSX:RY,Public Offering,4.56
12/22/2016,TSX:RY,Public Offering,4.04
12/22/2016,TSX:RY,Public Offering,2.57
12/21/2016,TSX:RY,Public Offering,0.41
12/21/2016,TSX:RY,Public Offering,1.79
12/21/2016,TSX:RY,Public Offering,2.68
12/20/2016,TSX:RY,Public Offering,1.34
12/20/2016,TSX:RY,Public Offering,2.34
12/20/2016,TSX:RY,Public Offering,20.14
12/20/2016,TSX:RY,Public Offering,1.68
12/20/2016,TSX:RY,Public Offering,1.54
12/20/2016,TSX:RY,Public Offering,21.78
12/20/2016,TSX:RY,Public Offering,2.09
12/16/2016,TSX:RY,Public Offering,24.97
12/16/2016,TSX:RY,Public Offering,2.11
12/16/2016,TSX:RY,Public Offering,3.58
12/16/2016,TSX:RY,Public Offering,20.00
12/16/2016,TSX:RY,Public Offering,20.00
12/16/2016,TSX:RY,Public Offering,1.46
12/16/2016,TSX:RY,Public Offering,4.63
12/16/2016,TSX:RY,Public Offering,0.38
12/16/2016,TSX:RY,Public Offering,2.69
12/16/2016,TSX:RY,Public Offering,1.83
12/16/2016,TSX:RY,Public Offering,13.38
12/15/2016,TSX:RY,Public Offering,13.06
12/15/2016,TSX:RY,Public Offering,7.87
12/15/2016,TSX:RY,Public Offering,2.68
12/14/2016,TSX:RY,Public Offering,2.21
12/09/2016,TSX:RY,Public Offering,3.95
12/07/2016,TSX:RY,Public Offering,2.78
12/06/2016,TSX:RY,Public Offering,3.73
12/06/2016,TSX:RY,Public Offering,7.94
12/06/2016,TSX:RY,Public Offering,20.00
12/06/2016,TSX:RY,Public Offering,20.00
12/06/2016,TSX:RY,Public Offering,20.00
12/06/2016,TSX:RY,Public Offering,26.58
12/05/2016,TSX:RY,Public Offering,39.80
12/05/2016,TSX:RY,Public Offering,1.82
12/05/2016,TSX:RY,Public Offering,11.24
12/05/2016,TSX:RY,Public Offering,16.04
12/05/2016,TSX:RY,Public Offering,29.21
12/05/2016,TSX:RY,Public Offering,20.37
12/05/2016,TSX:RY,Public Offering,2.16
11/30/2016,TSX:RY,Public Offering,22.09
11/30/2016,TSX:RY,Public Offering,3.31
11/30/2016,TSX:RY,Public Offering,3.23
11/28/2016,TSX:RY,Public Offering,4.43
11/28/2016,TSX:RY,Public Offering,2.03
11/28/2016,TSX:RY,Public Offering,1.04
11/28/2016,TSX:RY,Public Offering,0.49
11/28/2016,TSX:RY,Public Offering,0.17
11/28/2016,TSX:RY,Public Offering,4.06
11/28/2016,TSX:RY,Public Offering,2.03
11/28/2016,TSX:RY,Public Offering,5.00
11/28/2016,TSX:RY,Public Offering,1.49
11/28/2016,TSX:RY,Public Offering,11.36
11/25/2016,TSX:RY,Public Offering,13.68
11/25/2016,TSX:RY,Public Offering,5.36
11/25/2016,TSX:RY,Public Offering,12.30
11/22/2016,TSX:RY,Public Offering,2.69
11/22/2016,TSX:RY,Public Offering,2.31
11/22/2016,TSX:RY,Public Offering,0.88
11/22/2016,TSX:RY,Public Offering,6.05
11/22/2016,TSX:RY,Public Offering,1.99
11/18/2016,TSX:RY,Public Offering,0.79
11/11/2016,TSX:RY,Public Offering,2.56
11/11/2016,TSX:RY,Public Offering,0.68
11/11/2016,TSX:RY,Public Offering,1.33
11/10/2016,TSX:RY,Public Offering,1.35
11/10/2016,TSX:RY,Public Offering,0.94
11/10/2016,TSX:RY,Public Offering,10.08
11/09/2016,TSX:RY,Public Offering,6.72
11/08/2016,TSX:RY,Public Offering,1.01
11/07/2016,TSX:RY,Public Offering,1.67
11/04/2016,TSX:RY,Public Offering,26.81
11/04/2016,TSX:RY,Public Offering,26.81
11/04/2016,TSX:RY,Public Offering,6.03
11/04/2016,TSX:RY,Public Offering,5.63
11/04/2016,TSX:RY,Public Offering,1.34
11/03/2016,TSX:RY,Public Offering,0.54
11/03/2016,TSX:RY,Public Offering,43.93
11/01/2016,TSX:RY,Public Offering,1.34
10/31/2016,TSX:RY,Public Offering,4.07
10/31/2016,TSX:RY,Public Offering,1.06
10/28/2016,TSX:RY,Public Offering,6.10
10/28/2016,TSX:RY,Public Offering,160.54
10/28/2016,TSX:RY,Public Offering,4.08
10/27/2016,TSX:RY,Public Offering,4.00
10/27/2016,TSX:RY,Public Offering,75.30
10/27/2016,TSX:RY,Public Offering,9.80
10/27/2016,TSX:RY,Public Offering,19.89
10/27/2016,TSX:RY,Public Offering,1.87
10/27/2016,TSX:RY,Public Offering,4.95
10/27/2016,TSX:RY,Public Offering,1.67
10/26/2016,TSX:RY,Public Offering,0.35
10/26/2016,TSX:RY,Public Offering,12.62
10/26/2016,TSX:RY,Public Offering,2.67
10/26/2016,TSX:RY,Public Offering,0.63
10/26/2016,TSX:RY,Public Offering,2.15
10/26/2016,TSX:RY,Public Offering,4.28
10/26/2016,TSX:RY,Public Offering,4.01
10/26/2016,TSX:RY,Public Offering,0.99
10/26/2016,TSX:RY,Public Offering,1.48
10/26/2016,TSX:RY,Public Offering,3.37
10/25/2016,TSX:RY,Public Offering,13.57
10/24/2016,TSX:RY,Public Offering,10.06
10/24/2016,TSX:RY,Public Offering,10.09
10/24/2016,TSX:RY,Public Offering,10.02
10/21/2016,TSX:RY,Public Offering,20.00
10/21/2016,TSX:RY,Public Offering,5.87
10/21/2016,TSX:RY,Public Offering,1.56
10/20/2016,TSX:RY,Public Offering,51.03
10/20/2016,TSX:RY,Public Offering,21.94
10/20/2016,TSX:RY,Public Offering,20.00
10/20/2016,TSX:RY,Public Offering,20.00
10/20/2016,TSX:RY,Public Offering,1.32
10/19/2016,TSX:RY,Public Offering,2.95
10/18/2016,TSX:RY,Public Offering,1.99
10/18/2016,TSX:RY,Public Offering,3.94
10/17/2016,TSX:RY,Public Offering,5.31
10/14/2016,TSX:RY,Public Offering,2.93
10/14/2016,TSX:RY,Public Offering,26.62
10/14/2016,TSX:RY,Public Offering,3.99
10/14/2016,TSX:RY,Public Offering,0.20
10/07/2016,TSX:RY,Public Offering,3.52
10/07/2016,TSX:RY,Public Offering,5.50
10/06/2016,TSX:RY,Public Offering,20.00
10/06/2016,TSX:RY,Public Offering,20.00
10/06/2016,TSX:RY,Public Offering,20.00
10/05/2016,TSX:RY,Public Offering,1.47
10/05/2016,TSX:RY,Public Offering,8.53
10/05/2016,TSX:RY,Public Offering,1.32
10/04/2016,TSX:RY,Public Offering,17.06
10/04/2016,TSX:RY,Public Offering,20.00
10/04/2016,TSX:RY,Public Offering,1.65
10/03/2016,TSX:RY,Public Offering,3.77
09/30/2016,TSX:RY,Public Offering,0.99
09/30/2016,TSX:RY,Public Offering,1.04
09/30/2016,TSX:RY,Public Offering,3.55
09/30/2016,TSX:RY,Public Offering,5.91
09/28/2016,TSX:RY,Public Offering,3.13
09/28/2016,TSX:RY,Public Offering,4.66
09/27/2016,TSX:RY,Public Offering,1.78
09/27/2016,TSX:RY,Public Offering,1.26
09/27/2016,TSX:RY,Public Offering,5.84
09/27/2016,TSX:RY,Public Offering,1.99
09/27/2016,TSX:RY,Public Offering,2.88
09/27/2016,TSX:RY,Public Offering,2.71
09/27/2016,TSX:RY,Public Offering,0.54
09/27/2016,TSX:RY,Public Offering,0.21
09/27/2016,TSX:RY,Public Offering,2.65
09/27/2016,TSX:RY,Public Offering,8.35
09/27/2016,TSX:RY,Public Offering,11.08
09/26/2016,TSX:RY,Public Offering,4.42
09/26/2016,TSX:RY,Public Offering,4.41
09/23/2016,TSX:RY,Public Offering,20.00
09/23/2016,TSX:RY,Public Offering,3.56
09/23/2016,TSX:RY,Public Offering,4.45
09/21/2016,TSX:RY,Public Offering,20.00
09/21/2016,TSX:RY,Public Offering,20.00
09/20/2016,TSX:RY,Public Offering,1.45
09/19/2016,TSX:RY,Public Offering,0.42
09/19/2016,TSX:RY,Public Offering,5.31
09/16/2016,TSX:RY,Public Offering,7.33
09/16/2016,TSX:RY,Public Offering,20.00
09/16/2016,TSX:RY,Public Offering,10.56
09/15/2016,TSX:RY,Public Offering,3.53
09/15/2016,TSX:RY,Public Offering,1.00
09/15/2016,TSX:RY,Public Offering,7.23
09/15/2016,TSX:RY,Public Offering,131.56
09/15/2016,TSX:RY,Public Offering,23.21
09/14/2016,TSX:RY,Public Offering,13.23
09/14/2016,TSX:RY,Public Offering,174.03
09/14/2016,TSX:RY,Public Offering,2.64
09/13/2016,TSX:RY,Public Offering,1.32
09/12/2016,TSX:RY,Public Offering,26.15
09/12/2016,TSX:RY,Public Offering,26.15
09/12/2016,TSX:RY,Public Offering,2.74
09/12/2016,TSX:RY,Public Offering,2.74
09/08/2016,TSX:RY,Public Offering,3.65
09/07/2016,TSX:RY,Public Offering,20.00
09/07/2016,TSX:RY,Public Offering,20.00
09/07/2016,TSX:RY,Public Offering,20.00
09/07/2016,TSX:RY,Public Offering,20.00
09/07/2016,TSX:RY,Public Offering,20.00
09/06/2016,TSX:RY,Public Offering,38.53
09/06/2016,TSX:RY,Public Offering,2.72
09/02/2016,TSX:RY,Public Offering,1.13
08/31/2016,TSX:RY,Public Offering,861.22
08/31/2016,TSX:RY,Public Offering,2.24
08/31/2016,TSX:RY,Public Offering,6.76
